OrderDetailID,OrderID,ProductID,Ποσότητα,Τιμή_Μονάδας,Έκπτωση_%,Επιστροφή,Βαθμολογία
478,ORD000168,PROD00019,1,229.88,7.0,True,
479,ORD000168,PROD00080,9,261.85,25.8,False,
480,ORD000169,PROD00008,5,136.68,29.3,True,3.0
481,ORD000169,PROD00092,9,212.48,21.5,True,1.0
482,ORD000170,PROD00057,4,102.45,9.8,False,4.0
483,ORD000170,PROD00015,2,379.74,19.3,False,
484,ORD000170,PROD00066,6,294.34,18.2,False,4.0
485,ORD000170,PROD00010,6,360.22,14.1,False,2.0
486,ORD000170,PROD00031,6,330.84,1.3,True,1.0
487,ORD000171,PROD00078,4,395.85,24.2,False,4.0
488,ORD000172,PROD00005,2,256.12,28.7,True,5.0
489,ORD000172,PROD00085,9,93.89,22.0,True,5.0
490,ORD000172,PROD00093,1,81.08,18.2,False,2.0
491,ORD000172,PROD00020,10,240.75,8.8,True,3.0
492,ORD000172,PROD00049,4,9.63,13.7,True,4.0
493,ORD000173,PROD00047,9,271.63,2.3,False,5.0
494,ORD000173,PROD00011,4,35.43,13.5,False,
495,ORD000173,PROD00046,3,7.12,27.8,True,4.0
496,ORD000173,PROD00072,10,184.59,20.0,False,3.0
497,ORD000174,PROD00016,7,421.58,15.2,True,2.0
498,ORD000174,PROD00011,3,35.43,26.3,True,
499,ORD000174,PROD00053,7,133.51,7.9,False,2.0
500,ORD000175,PROD00056,1,161.54,20.7,True,
501,ORD000176,PROD00050,9,120.96,7.2,False,
502,ORD000176,PROD00055,6,341.69,17.7,True,1.0
503,ORD000176,PROD00046,2,7.12,22.2,False,4.0
504,ORD000176,PROD00017,8,288.36,22.2,False,
505,ORD000176,PROD00052,8,278.13,21.0,True,5.0
506,ORD000177,PROD00011,8,35.43,11.4,False,
507,ORD000177,PROD00020,10,240.75,8.4,True,
508,ORD000177,PROD00001,8,108.67,10.2,False,
509,ORD000177,PROD00076,7,405.7,9.6,True,1.0
510,ORD000177,PROD00048,4,92.71,12.9,False,5.0
511,ORD000178,PROD00013,3,225.86,3.6,False,2.0
512,ORD000178,PROD00045,3,332.83,8.7,False,1.0
513,ORD000178,PROD00037,4,256.77,20.0,True,
514,ORD000179,PROD00066,1,294.34,28.8,True,
515,ORD000179,PROD00097,1,166.75,11.1,False,5.0
516,ORD000179,PROD00022,7,357.02,22.0,True,3.0
517,ORD000179,PROD00004,2,463.68,21.5,True,4.0
518,ORD000179,PROD00077,8,99.88,7.9,True,1.0
519,ORD000180,PROD00011,2,35.43,9.8,False,
520,ORD000180,PROD00096,9,106.92,20.2,True,3.0
521,ORD000180,PROD00029,1,479.25,13.0,False,
522,ORD000181,PROD00085,4,93.89,4.1,False,2.0
523,ORD000181,PROD00081,4,320.86,8.0,True,2.0
524,ORD000181,PROD00005,8,256.12,8.5,True,1.0
525,ORD000181,PROD00082,9,200.97,25.7,True,
526,ORD000181,PROD00002,2,404.37,14.7,True,1.0
527,ORD000182,PROD00089,10,433.41,7.0,False,2.0
528,ORD000182,PROD00034,5,146.25,25.2,False,4.0
529,ORD000182,PROD00079,7,365.01,17.9,False,
530,ORD000182,PROD00049,4,9.63,3.4,False,4.0
531,ORD000183,PROD00032,2,404.43,5.3,False,3.0
532,ORD000183,PROD00085,7,93.89,21.1,False,4.0
533,ORD000183,PROD00055,10,341.69,12.4,True,
534,ORD000184,PROD00065,1,243.29,16.9,False,
535,ORD000184,PROD00028,6,78.75,12.3,False,3.0
536,ORD000184,PROD00053,1,133.51,8.0,True,1.0
537,ORD000185,PROD00058,10,421.05,26.3,True,1.0
538,ORD000185,PROD00053,10,133.51,18.3,True,1.0
539,ORD000185,PROD00029,1,479.25,24.1,True,3.0
540,ORD000186,PROD00099,1,303.84,15.6,False,2.0
541,ORD000186,PROD00071,9,235.94,11.9,True,
542,ORD000186,PROD00009,3,73.31,27.3,False,5.0
543,ORD000187,PROD00002,1,404.37,22.7,True,4.0
544,ORD000187,PROD00005,1,256.12,4.7,False,
545,ORD000188,PROD00005,2,256.12,24.4,False,2.0
546,ORD000188,PROD00035,5,309.17,25.9,True,
547,ORD000189,PROD00003,10,496.86,27.6,True,4.0
548,ORD000189,PROD00002,4,404.37,24.9,False,4.0
549,ORD000189,PROD00096,9,106.92,22.3,False,
550,ORD000189,PROD00070,4,212.25,3.0,False,4.0
551,ORD000190,PROD00029,7,479.25,16.8,False,
552,ORD000191,PROD00065,7,243.29,28.5,True,5.0
553,ORD000191,PROD00032,1,404.43,11.9,True,4.0
554,ORD000191,PROD00049,10,9.63,3.3,False,1.0
555,ORD000191,PROD00003,2,496.86,16.8,True,4.0
556,ORD000191,PROD00064,10,55.83,7.5,True,4.0
557,ORD000192,PROD00093,8,81.08,7.6,False,2.0
558,ORD000192,PROD00073,1,26.73,9.6,False,3.0
559,ORD000192,PROD00098,4,372.86,22.7,False,3.0
560,ORD000192,PROD00030,4,323.74,9.7,False,1.0
561,ORD000192,PROD00008,2,136.68,12.8,True,1.0
562,ORD000193,PROD00067,2,237.41,5.0,False,1.0
563,ORD000193,PROD00096,1,106.92,26.6,False,
564,ORD000194,PROD00063,7,173.11,0.3,True,3.0
565,ORD000194,PROD00018,5,358.6,15.7,False,2.0
566,ORD000194,PROD00096,3,106.92,8.7,True,3.0
567,ORD000194,PROD00071,9,235.94,18.1,False,3.0
568,ORD000194,PROD00054,3,5.97,4.9,False,
569,ORD000195,PROD00023,1,472.31,9.4,True,
570,ORD000195,PROD00020,2,240.75,16.1,False,
571,ORD000195,PROD00061,10,307.32,14.1,True,
572,ORD000195,PROD00009,9,73.31,26.5,False,2.0
573,ORD000196,PROD00037,5,256.77,11.0,False,5.0
574,ORD000196,PROD00055,9,341.69,19.2,True,
575,ORD000196,PROD00075,3,192.57,3.1,True,
576,ORD000197,PROD00073,9,26.73,17.6,False,5.0
577,ORD000197,PROD00014,10,23.3,8.3,False,
578,ORD000197,PROD00017,1,288.36,23.5,True,
579,ORD000198,PROD00019,2,229.88,26.9,True,
580,ORD000198,PROD00022,8,357.02,12.8,False,5.0
581,ORD000198,PROD00061,2,307.32,7.2,False,4.0
582,ORD000198,PROD00001,8,108.67,10.6,False,5.0
583,ORD000198,PROD00042,4,300.94,28.7,False,4.0
584,ORD000199,PROD00057,2,102.45,16.7,False,2.0
585,ORD000199,PROD00063,1,173.11,26.0,False,3.0
586,ORD000199,PROD00089,7,433.41,6.4,True,2.0
587,ORD000199,PROD00033,1,210.39,5.9,False,1.0
588,ORD000199,PROD00088,10,386.19,9.3,True,3.0
589,ORD000200,PROD00002,5,404.37,19.3,False,
590,ORD000200,PROD00078,5,395.85,8.2,True,1.0
591,ORD000200,PROD00035,8,309.17,29.9,False,4.0
592,ORD000200,PROD00005,9,256.12,24.2,True,5.0
593,ORD000200,PROD00083,3,377.05,21.2,True,2.0
594,ORD000201,PROD00054,2,5.97,1.7,True,5.0
595,ORD000202,PROD00025,1,75.36,10.0,False,2.0
596,ORD000202,PROD00084,10,215.92,21.7,False,4.0
597,ORD000202,PROD00079,7,365.01,25.1,True,
598,ORD000203,PROD00019,8,229.88,1.3,True,4.0
599,ORD000203,PROD00094,3,98.23,19.1,True,5.0
600,ORD000203,PROD00035,6,309.17,3.5,False,1.0
601,ORD000203,PROD00011,10,35.43,27.9,True,
602,ORD000203,PROD00023,2,472.31,5.5,True,
603,ORD000204,PROD00081,4,320.86,19.1,False,
604,ORD000204,PROD00003,4,496.86,9.2,True,2.0
605,ORD000204,PROD00099,5,303.84,1.6,False,
606,ORD000204,PROD00022,3,357.02,17.0,False,
607,ORD000204,PROD00002,4,404.37,8.2,True,
608,ORD000205,PROD00034,5,146.25,2.8,False,3.0
609,ORD000205,PROD00090,9,173.63,13.5,True,
610,ORD000205,PROD00057,10,102.45,11.6,True,4.0
611,ORD000206,PROD00083,4,377.05,10.3,False,
612,ORD000206,PROD00088,4,386.19,7.7,False,
613,ORD000206,PROD00037,2,256.77,15.5,True,4.0
614,ORD000207,PROD00042,10,300.94,27.0,False,3.0
615,ORD000207,PROD00048,1,92.71,4.8,False,1.0
616,ORD000207,PROD00073,3,26.73,27.4,False,
617,ORD000207,PROD00049,9,9.63,5.6,True,5.0
618,ORD000207,PROD00085,8,93.89,17.8,False,4.0
619,ORD000208,PROD00033,6,210.39,18.0,False,3.0
620,ORD000208,PROD00093,1,81.08,29.1,True,5.0
621,ORD000209,PROD00054,7,5.97,23.2,False,2.0
622,ORD000210,PROD00022,4,357.02,28.5,True,
623,ORD000210,PROD00039,6,382.67,23.7,True,3.0
624,ORD000210,PROD00077,3,99.88,24.0,False,4.0
625,ORD000210,PROD00090,1,173.63,19.8,True,3.0
626,ORD000210,PROD00068,5,122.51,2.4,True,4.0
627,ORD000211,PROD00093,4,81.08,4.6,False,
628,ORD000212,PROD00045,8,332.83,16.5,False,4.0
629,ORD000212,PROD00013,7,225.86,24.9,True,1.0
630,ORD000213,PROD00017,7,288.36,23.2,False,4.0
631,ORD000213,PROD00041,10,407.26,11.8,True,5.0
632,ORD000213,PROD00098,1,372.86,6.7,True,3.0
633,ORD000213,PROD00018,6,358.6,10.2,True,4.0
634,ORD000214,PROD00083,4,377.05,4.1,True,
635,ORD000215,PROD00056,7,161.54,19.6,False,
636,ORD000215,PROD00012,5,443.46,11.6,False,
637,ORD000215,PROD00044,7,439.75,5.4,False,1.0
638,ORD000216,PROD00011,2,35.43,19.7,False,1.0
639,ORD000216,PROD00045,3,332.83,9.6,False,1.0
640,ORD000216,PROD00088,8,386.19,19.6,False,1.0
641,ORD000216,PROD00094,5,98.23,12.7,True,4.0
642,ORD000217,PROD00048,9,92.71,29.2,True,4.0
643,ORD000217,PROD00100,9,225.64,22.8,True,
644,ORD000217,PROD00061,6,307.32,28.4,False,
645,ORD000217,PROD00092,10,212.48,21.8,False,4.0
646,ORD000217,PROD00043,5,84.9,1.2,False,1.0
647,ORD000218,PROD00088,5,386.19,23.0,True,2.0
648,ORD000218,PROD00048,5,92.71,10.7,True,3.0
649,ORD000218,PROD00033,1,210.39,17.9,False,5.0
650,ORD000218,PROD00055,7,341.69,7.5,True,2.0
651,ORD000218,PROD00044,3,439.75,19.0,False,3.0
652,ORD000219,PROD00089,9,433.41,17.1,True,
653,ORD000219,PROD00080,6,261.85,1.1,True,1.0
654,ORD000219,PROD00032,6,404.43,27.8,False,1.0
655,ORD000219,PROD00094,3,98.23,28.5,False,1.0
656,ORD000220,PROD00015,5,379.74,18.5,True,1.0
657,ORD000220,PROD00025,6,75.36,17.2,True,4.0
658,ORD000220,PROD00074,5,424.53,22.4,True,
659,ORD000220,PROD00034,1,146.25,18.1,True,3.0
660,ORD000221,PROD00053,4,133.51,0.6,False,3.0
661,ORD000222,PROD00060,6,458.77,2.9,True,
662,ORD000222,PROD00077,6,99.88,6.6,False,5.0
663,ORD000222,PROD00082,8,200.97,17.6,False,4.0
664,ORD000223,PROD00002,3,404.37,13.9,False,
665,ORD000223,PROD00044,3,439.75,20.2,False,5.0
666,ORD000223,PROD00041,2,407.26,18.9,False,
667,ORD000223,PROD00045,9,332.83,11.1,False,4.0
668,ORD000223,PROD00057,8,102.45,0.9,True,5.0
669,ORD000224,PROD00054,5,5.97,16.7,False,4.0
670,ORD000224,PROD00098,9,372.86,4.0,True,
671,ORD000224,PROD00003,4,496.86,6.3,True,2.0
672,ORD000224,PROD00097,3,166.75,23.0,False,3.0
673,ORD000225,PROD00054,5,5.97,9.6,False,3.0
674,ORD000225,PROD00077,9,99.88,16.1,False,
675,ORD000226,PROD00064,8,55.83,4.7,True,1.0
676,ORD000226,PROD00097,9,166.75,24.9,False,1.0
677,ORD000226,PROD00060,7,458.77,17.4,False,4.0
678,ORD000226,PROD00037,4,256.77,19.1,True,
679,ORD000227,PROD00065,7,243.29,28.4,False,2.0
680,ORD000227,PROD00011,10,35.43,18.8,True,1.0
681,ORD000227,PROD00077,10,99.88,26.5,False,2.0
682,ORD000227,PROD00074,3,424.53,13.7,True,
683,ORD000227,PROD00094,4,98.23,9.7,False,
684,ORD000228,PROD00027,10,391.77,13.8,True,4.0
685,ORD000229,PROD00023,9,472.31,19.2,False,2.0
686,ORD000229,PROD00060,4,458.77,13.9,True,
687,ORD000230,PROD00088,7,386.19,26.0,False,1.0
688,ORD000231,PROD00034,10,146.25,19.4,True,1.0
689,ORD000231,PROD00092,5,212.48,24.3,True,5.0
690,ORD000231,PROD00069,8,393.71,12.9,True,
691,ORD000231,PROD00016,5,421.58,22.7,True,3.0
692,ORD000232,PROD00085,8,93.89,6.3,True,1.0
693,ORD000232,PROD00044,8,439.75,27.0,False,3.0
694,ORD000232,PROD00019,6,229.88,8.9,False,4.0
695,ORD000232,PROD00032,5,404.43,17.0,True,2.0
696,ORD000233,PROD00037,6,256.77,21.4,False,2.0
697,ORD000233,PROD00004,10,463.68,19.0,False,3.0
698,ORD000233,PROD00029,3,479.25,22.3,True,
699,ORD000233,PROD00048,5,92.71,25.8,False,1.0
700,ORD000233,PROD00073,4,26.73,17.5,True,3.0
701,ORD000234,PROD00093,9,81.08,12.2,True,2.0
702,ORD000234,PROD00066,10,294.34,25.6,False,4.0
703,ORD000234,PROD00096,8,106.92,19.5,False,
704,ORD000235,PROD00002,4,404.37,9.3,True,
705,ORD000235,PROD00086,10,463.67,23.3,True,3.0
706,ORD000235,PROD00009,8,73.31,13.8,True,5.0
707,ORD000235,PROD00044,4,439.75,22.2,False,4.0
708,ORD000236,PROD00043,9,84.9,2.0,True,1.0
709,ORD000237,PROD00073,3,26.73,20.7,True,
710,ORD000237,PROD00067,8,237.41,5.3,False,1.0
711,ORD000237,PROD00032,4,404.43,22.0,True,2.0
712,ORD000237,PROD00033,9,210.39,9.1,True,
713,ORD000238,PROD00098,9,372.86,26.4,True,1.0
714,ORD000238,PROD00075,4,192.57,14.3,False,
715,ORD000238,PROD00062,4,310.56,3.0,True,3.0
716,ORD000238,PROD00060,10,458.77,0.3,False,1.0
717,ORD000238,PROD00013,8,225.86,23.3,True,5.0
718,ORD000239,PROD00001,10,108.67,8.1,True,4.0
719,ORD000239,PROD00033,9,210.39,8.5,False,
720,ORD000239,PROD00097,9,166.75,7.5,False,5.0
721,ORD000239,PROD00053,5,133.51,18.8,True,2.0
722,ORD000240,PROD00001,8,108.67,4.9,True,3.0
723,ORD000240,PROD00041,2,407.26,27.8,False,5.0
724,ORD000240,PROD00066,3,294.34,5.8,True,2.0
725,ORD000240,PROD00061,5,307.32,15.1,False,4.0
726,ORD000241,PROD00088,5,386.19,27.8,True,2.0
727,ORD000242,PROD00021,7,498.27,23.6,True,2.0
728,ORD000242,PROD00025,6,75.36,28.7,False,4.0
729,ORD000242,PROD00099,5,303.84,6.9,False,3.0
730,ORD000243,PROD00019,6,229.88,24.9,False,4.0
731,ORD000243,PROD00040,10,189.79,11.8,False,
732,ORD000243,PROD00043,7,84.9,1.7,False,2.0
733,ORD000244,PROD00099,4,303.84,6.3,False,
734,ORD000244,PROD00036,6,209.35,0.7,False,3.0
735,ORD000244,PROD00003,9,496.86,16.8,True,5.0
736,ORD000244,PROD00091,9,190.48,13.2,False,
737,ORD000245,PROD00021,8,498.27,28.2,False,1.0
738,ORD000245,PROD00042,7,300.94,20.6,False,
739,ORD000246,PROD00076,6,405.7,8.3,False,3.0
740,ORD000246,PROD00049,2,9.63,14.2,True,4.0
741,ORD000246,PROD00008,3,136.68,26.2,False,5.0
742,ORD000246,PROD00013,2,225.86,13.1,False,3.0
743,ORD000246,PROD00082,9,200.97,15.9,False,2.0
744,ORD000247,PROD00090,6,173.63,28.7,False,4.0
745,ORD000248,PROD00024,8,263.77,6.8,False,3.0
746,ORD000248,PROD00042,5,300.94,18.1,True,
747,ORD000249,PROD00055,9,341.69,1.8,False,
748,ORD000249,PROD00051,7,102.06,29.9,False,4.0
749,ORD000249,PROD00063,5,173.11,17.2,True,5.0
750,ORD000249,PROD00007,2,484.97,29.2,True,5.0
751,ORD000250,PROD00074,8,424.53,18.3,True,4.0
752,ORD000251,PROD00060,3,458.77,19.5,True,
753,ORD000251,PROD00058,10,421.05,10.2,False,4.0
754,ORD000251,PROD00095,10,20.87,8.8,False,
755,ORD000252,PROD00042,3,300.94,7.8,True,3.0
756,ORD000252,PROD00055,9,341.69,13.7,True,5.0
757,ORD000253,PROD00092,4,212.48,23.2,True,1.0
758,ORD000253,PROD00074,1,424.53,16.0,True,5.0
759,ORD000253,PROD00020,6,240.75,28.6,False,2.0
760,ORD000254,PROD00026,3,65.55,12.7,False,
761,ORD000254,PROD00039,4,382.67,23.2,True,
762,ORD000255,PROD00016,4,421.58,11.4,False,2.0
763,ORD000255,PROD00049,4,9.63,23.1,True,
764,ORD000255,PROD00004,3,463.68,15.2,True,
765,ORD000255,PROD00057,4,102.45,3.6,False,3.0
766,ORD000256,PROD00054,2,5.97,24.0,False,5.0
767,ORD000256,PROD00025,2,75.36,28.3,True,
768,ORD000256,PROD00027,7,391.77,12.0,True,3.0
769,ORD000257,PROD00056,5,161.54,6.9,True,4.0
770,ORD000258,PROD00003,6,496.86,1.4,True,
771,ORD000258,PROD00036,1,209.35,3.8,True,
772,ORD000258,PROD00094,8,98.23,22.9,True,2.0
773,ORD000258,PROD00083,5,377.05,11.2,False,4.0
774,ORD000259,PROD00023,3,472.31,22.3,True,1.0
775,ORD000259,PROD00067,3,237.41,0.9,True,3.0
776,ORD000260,PROD00080,1,261.85,9.9,False,
777,ORD000260,PROD00042,3,300.94,27.4,True,5.0
778,ORD000260,PROD00004,9,463.68,5.1,True,
779,ORD000261,PROD00012,2,443.46,3.4,False,4.0
780,ORD000261,PROD00054,9,5.97,13.2,True,4.0
781,ORD000262,PROD00017,9,288.36,11.0,True,5.0
782,ORD000262,PROD00042,4,300.94,3.8,True,2.0
783,ORD000262,PROD00085,4,93.89,19.8,True,3.0
784,ORD000263,PROD00014,5,23.3,9.9,False,5.0
785,ORD000263,PROD00032,9,404.43,17.3,False,2.0
786,ORD000263,PROD00029,6,479.25,12.7,True,1.0
787,ORD000263,PROD00033,7,210.39,19.0,True,1.0
788,ORD000263,PROD00024,3,263.77,19.0,True,
789,ORD000264,PROD00002,8,404.37,25.7,True,5.0
790,ORD000264,PROD00074,7,424.53,13.6,True,3.0
791,ORD000264,PROD00062,9,310.56,13.2,False,5.0
792,ORD000265,PROD00044,6,439.75,24.2,False,4.0
793,ORD000265,PROD00024,2,263.77,20.0,False,3.0
794,ORD000265,PROD00033,2,210.39,23.5,False,5.0
795,ORD000266,PROD00013,8,225.86,24.9,True,3.0
796,ORD000266,PROD00030,3,323.74,26.2,False,5.0
797,ORD000267,PROD00065,3,243.29,11.9,True,
798,ORD000268,PROD00100,4,225.64,22.0,False,2.0
799,ORD000268,PROD00003,10,496.86,25.8,True,3.0
800,ORD000269,PROD00030,3,323.74,3.0,True,5.0
801,ORD000269,PROD00089,4,433.41,25.3,True,5.0
802,ORD000269,PROD00068,7,122.51,25.7,False,
803,ORD000269,PROD00022,7,357.02,8.9,False,4.0
804,ORD000269,PROD00048,6,92.71,4.1,False,
805,ORD000270,PROD00091,5,190.48,6.3,True,
806,ORD000270,PROD00072,7,184.59,4.2,False,2.0
807,ORD000270,PROD00086,7,463.67,23.6,False,2.0
808,ORD000271,PROD00045,4,332.83,28.9,False,
809,ORD000271,PROD00010,7,360.22,3.7,True,
810,ORD000272,PROD00087,6,339.18,0.3,True,5.0
811,ORD000272,PROD00036,2,209.35,23.1,False,
812,ORD000273,PROD00039,10,382.67,13.6,True,3.0
813,ORD000273,PROD00016,5,421.58,28.5,True,3.0
814,ORD000273,PROD00070,2,212.25,18.8,False,4.0
815,ORD000273,PROD00096,5,106.92,6.7,True,
816,ORD000274,PROD00077,7,99.88,12.7,True,3.0
817,ORD000274,PROD00047,5,271.63,27.1,False,3.0
818,ORD000274,PROD00031,6,330.84,2.5,True,4.0
819,ORD000274,PROD00086,4,463.67,17.6,True,3.0
820,ORD000274,PROD00064,2,55.83,29.9,False,5.0
821,ORD000275,PROD00078,1,395.85,18.0,True,1.0
822,ORD000275,PROD00067,4,237.41,10.8,False,1.0
823,ORD000275,PROD00086,6,463.67,19.4,False,5.0
824,ORD000275,PROD00049,9,9.63,1.1,False,4.0
825,ORD000276,PROD00028,10,78.75,5.4,False,
826,ORD000277,PROD00004,6,463.68,24.6,False,2.0
827,ORD000277,PROD00094,5,98.23,13.4,True,3.0
828,ORD000277,PROD00059,3,389.0,6.3,False,3.0
829,ORD000277,PROD00033,3,210.39,25.3,True,5.0
830,ORD000278,PROD00095,2,20.87,19.2,False,2.0
831,ORD000278,PROD00030,7,323.74,6.1,False,4.0
832,ORD000278,PROD00041,6,407.26,22.6,True,1.0
833,ORD000278,PROD00040,4,189.79,17.5,False,5.0
834,ORD000278,PROD00013,3,225.86,11.9,True,
835,ORD000279,PROD00092,10,212.48,27.4,False,2.0
836,ORD000280,PROD00069,3,393.71,27.6,True,3.0
837,ORD000280,PROD00046,10,7.12,17.1,True,2.0
838,ORD000280,PROD00051,8,102.06,24.8,True,3.0
839,ORD000281,PROD00064,4,55.83,25.0,True,
840,ORD000282,PROD00057,4,102.45,4.4,False,
841,ORD000282,PROD00083,1,377.05,25.7,False,4.0
842,ORD000283,PROD00071,9,235.94,17.4,False,3.0
843,ORD000283,PROD00073,5,26.73,12.9,False,2.0
844,ORD000283,PROD00025,6,75.36,16.2,True,2.0
845,ORD000283,PROD00053,6,133.51,25.8,True,5.0
846,ORD000283,PROD00024,3,263.77,2.9,False,1.0
847,ORD000284,PROD00030,9,323.74,24.6,True,5.0
848,ORD000284,PROD00093,1,81.08,13.8,False,4.0
849,ORD000284,PROD00045,2,332.83,28.6,True,
850,ORD000284,PROD00092,8,212.48,16.8,True,4.0
851,ORD000284,PROD00090,3,173.63,1.9,False,
852,ORD000285,PROD00073,1,26.73,21.4,False,2.0
853,ORD000285,PROD00033,7,210.39,6.5,False,3.0
854,ORD000285,PROD00094,6,98.23,7.0,False,
855,ORD000286,PROD00088,1,386.19,21.4,False,1.0
856,ORD000286,PROD00076,10,405.7,1.9,False,2.0
857,ORD000286,PROD00041,4,407.26,29.4,True,1.0
858,ORD000286,PROD00001,8,108.67,21.9,False,
859,ORD000286,PROD00079,7,365.01,17.2,False,4.0
860,ORD000287,PROD00018,5,358.6,10.7,False,4.0
861,ORD000287,PROD00044,2,439.75,5.5,False,
862,ORD000287,PROD00024,6,263.77,29.6,True,1.0
863,ORD000287,PROD00013,9,225.86,7.7,True,1.0
864,ORD000288,PROD00013,9,225.86,0.4,False,1.0
865,ORD000288,PROD00022,10,357.02,16.9,True,2.0
866,ORD000288,PROD00001,10,108.67,14.9,True,1.0
867,ORD000289,PROD00077,10,99.88,5.3,False,2.0
868,ORD000289,PROD00048,9,92.71,4.5,False,
869,ORD000290,PROD00069,2,393.71,24.2,False,1.0
870,ORD000291,PROD00088,9,386.19,5.0,True,5.0
871,ORD000291,PROD00024,3,263.77,29.9,False,5.0
872,ORD000291,PROD00076,7,405.7,23.5,True,1.0
873,ORD000292,PROD00032,4,404.43,28.8,False,
874,ORD000292,PROD00047,7,271.63,1.2,True,4.0
875,ORD000292,PROD00019,10,229.88,3.0,True,3.0
876,ORD000293,PROD00073,7,26.73,22.7,True,
877,ORD000293,PROD00074,3,424.53,13.4,True,
878,ORD000293,PROD00090,7,173.63,12.1,False,
879,ORD000293,PROD00069,1,393.71,14.7,False,5.0
880,ORD000293,PROD00067,7,237.41,9.2,False,1.0
881,ORD000294,PROD00006,10,367.61,16.3,False,5.0
882,ORD000294,PROD00025,1,75.36,1.4,False,3.0
883,ORD000294,PROD00012,9,443.46,1.6,False,5.0
884,ORD000294,PROD00040,3,189.79,15.3,True,1.0
885,ORD000294,PROD00076,8,405.7,28.5,True,1.0
886,ORD000295,PROD00064,10,55.83,19.2,True,
887,ORD000295,PROD00027,7,391.77,6.2,True,1.0
888,ORD000296,PROD00085,3,93.89,29.6,True,4.0
889,ORD000296,PROD00043,1,84.9,4.7,True,3.0
890,ORD000297,PROD00088,5,386.19,6.1,False,1.0
891,ORD000297,PROD00074,7,424.53,24.7,False,
892,ORD000297,PROD00091,4,190.48,24.5,False,
893,ORD000297,PROD00081,1,320.86,18.8,False,
894,ORD000298,PROD00017,2,288.36,19.1,True,
895,ORD000298,PROD00085,8,93.89,2.0,False,
896,ORD000298,PROD00089,5,433.41,28.7,False,
897,ORD000298,PROD00029,5,479.25,8.5,False,
898,ORD000299,PROD00051,4,102.06,28.5,False,
899,ORD000300,PROD00005,4,256.12,1.1,False,
900,ORD000300,PROD00061,2,307.32,7.3,False,2.0
901,ORD000300,PROD00062,8,310.56,17.9,True,5.0
902,ORD000300,PROD00014,4,23.3,23.1,False,
903,ORD000300,PROD00015,1,379.74,28.5,False,3.0
904,ORD000301,PROD00045,4,332.83,27.0,True,2.0
905,ORD000301,PROD00060,5,458.77,15.2,True,
906,ORD000302,PROD00043,8,84.9,0.8,False,
907,ORD000302,PROD00085,4,93.89,18.0,False,2.0
908,ORD000303,PROD00041,7,407.26,15.5,True,2.0
909,ORD000303,PROD00008,6,136.68,11.1,True,2.0
910,ORD000303,PROD00015,1,379.74,11.4,True,5.0
911,ORD000303,PROD00088,2,386.19,25.7,True,1.0
912,ORD000303,PROD00009,1,73.31,19.5,False,4.0
913,ORD000304,PROD00088,8,386.19,27.3,True,5.0
914,ORD000304,PROD00079,5,365.01,10.4,False,2.0
915,ORD000304,PROD00050,8,120.96,16.1,False,
916,ORD000305,PROD00082,7,200.97,30.0,True,1.0
917,ORD000305,PROD00094,7,98.23,24.2,True,
918,ORD000305,PROD00023,7,472.31,21.3,True,2.0
919,ORD000306,PROD00027,7,391.77,13.8,False,4.0
920,ORD000306,PROD00052,8,278.13,10.9,False,2.0
921,ORD000306,PROD00054,9,5.97,6.2,True,5.0
922,ORD000307,PROD00094,10,98.23,10.9,False,4.0
923,ORD000307,PROD00085,6,93.89,19.3,True,4.0
924,ORD000308,PROD00070,8,212.25,9.0,False,
925,ORD000309,PROD00044,3,439.75,19.8,False,
926,ORD000309,PROD00071,8,235.94,0.7,True,2.0
927,ORD000310,PROD00096,3,106.92,19.2,True,
928,ORD000310,PROD00088,6,386.19,14.1,True,4.0
929,ORD000310,PROD00073,6,26.73,18.3,True,1.0
930,ORD000311,PROD00003,1,496.86,27.6,True,1.0
931,ORD000312,PROD00046,3,7.12,28.7,False,3.0
932,ORD000312,PROD00026,10,65.55,27.3,False,2.0
933,ORD000312,PROD00096,5,106.92,9.1,True,2.0
934,ORD000313,PROD00054,9,5.97,27.3,False,
935,ORD000313,PROD00016,9,421.58,18.9,False,2.0
936,ORD000314,PROD00085,3,93.89,27.3,True,2.0
937,ORD000315,PROD00061,1,307.32,17.6,False,5.0
938,ORD000315,PROD00049,10,9.63,5.5,True,5.0
939,ORD000315,PROD00062,6,310.56,26.6,True,1.0
940,ORD000315,PROD00022,3,357.02,4.0,False,2.0
941,ORD000316,PROD00086,4,463.67,28.8,False,
942,ORD000317,PROD00046,10,7.12,29.5,False,
943,ORD000318,PROD00054,9,5.97,8.4,True,2.0
944,ORD000318,PROD00022,1,357.02,19.5,False,
945,ORD000318,PROD00047,7,271.63,10.1,False,4.0
946,ORD000318,PROD00033,2,210.39,10.0,True,
947,ORD000318,PROD00025,10,75.36,0.3,True,2.0
948,ORD000319,PROD00049,5,9.63,20.9,False,5.0
949,ORD000319,PROD00050,7,120.96,12.2,False,
950,ORD000319,PROD00005,6,256.12,21.6,True,3.0
951,ORD000319,PROD00089,2,433.41,27.4,True,3.0
952,ORD000320,PROD00015,4,379.74,2.2,False,
953,ORD000320,PROD00003,10,496.86,24.0,True,1.0
954,ORD000320,PROD00017,1,288.36,22.1,False,5.0
955,ORD000320,PROD00098,2,372.86,4.7,False,3.0
